"Identifier","Frequency","Languages"
"whom_pron",66,"Old English"
"whom_pron",66,"German"
"whom_pron",66,"Germanic"
"meet_v",181,"Middle English"
"meet_v",181,"Old English"
"meet_v",181,"Frisian"
"meet_v",181,"German"
"meet_v",181,"Germanic"
"meet_v",181,"Gothic"
"meet_v",181,"Old Norse"
"come_v",2726,"Dutch"
"come_v",2726,"Middle Dutch"
"come_v",2726,"Middle English"
"come_v",2726,"Old English"
"come_v",2726,"Frisian"
"come_v",2726,"German"
"come_v",2726,"Old High German"
"come_v",2726,"Germanic"
"come_v",2726,"Gothic"
"come_v",2726,"Old Norse"
"this_pron",476,"Dutch"
"this_pron",476,"Middle Dutch"
"this_pron",476,"Middle English"
"this_pron",476,"Old English"
"this_pron",476,"Frisian"
"this_pron",476,"German"
"this_pron",476,"Old High German"
"this_pron",476,"Germanic"
"this_pron",476,"Old Norse"
"develop_v",2,"Celtic"
"develop_v",2,"French"
"develop_v",2,"Old French"
"develop_v",2,"German"
"develop_v",2,"Germanic"
"until_prep",110,"Danish"
"until_prep",110,"Old English"
"until_prep",110,"Frisian"
"until_prep",110,"German"
"until_prep",110,"Old High German"
"until_prep",110,"Germanic"
"until_prep",110,"Gothic"
"until_prep",110,"Old Norse"
"until_prep",110,"Swedish"
"to_prep",4641,"Dutch"
"to_prep",4641,"Middle English"
"to_prep",4641,"Old English"
"to_prep",4641,"Frisian"
"to_prep",4641,"German"
"to_prep",4641,"Old High German"
"to_prep",4641,"Germanic"
"to_prep",4641,"Greek"
"to_prep",4641,"Irish"
"to_prep",4641,"Old Irish"
"to_prep",4641,"Latin"
"to_prep",4641,"Lithuanian"
"to_prep",4641,"Church Slavonic"
"to_prep",4641,"Old Church Slavonic"
"it_pron",6764,"Dutch"
"it_pron",6764,"Middle English"
"it_pron",6764,"Old English"
"it_pron",6764,"Frisian"
"it_pron",6764,"German"
"it_pron",6764,"Germanic"
"it_pron",6764,"Gothic"
"seem_v",881,"Danish"
"seem_v",881,"Middle English"
"seem_v",881,"Old English"
"seem_v",881,"German"
"seem_v",881,"Germanic"
"seem_v",881,"Old Norse"
"never_adv",357,"Middle English"
"never_adv",357,"Old English"
"never_adv",357,"French"
"never_adv",357,"Italian"
"never_adv",357,"Latin"
"never_adv",357,"Spanish"
"fact_n",46,"Middle English"
"fact_n",46,"French"
"fact_n",46,"Old French"
"fact_n",46,"Italian"
"fact_n",46,"Latin"
"fact_n",46,"Spanish"
"study_n",10,"Middle English"
"study_n",10,"French"
"study_n",10,"Old French"
"study_n",10,"Latin"
"study_v",12,"French"
"study_v",12,"Old French"
"study_v",12,"Latin"
"magic_adj",1,"French"
"magic_adj",1,"Old French"
"magic_adj",1,"Greek"
"magic_adj",1,"Latin"
"magic_n",17,"Old English"
"magic_n",17,"French"
"magic_n",17,"Old French"
"magic_n",17,"Greek"
"magic_n",17,"Irish"
"magic_n",17,"Latin"
"magic_n",17,"Persian"
"magic_n",17,"Old Persian"
"kind_adj",11,"Middle English"
"kind_adj",11,"Old English"
"kind_adj",11,"German"
"kind_adj",11,"Germanic"
"kind_n",74,"Middle English"
"kind_n",74,"Old English"
"kind_n",74,"German"
"kind_n",74,"Old High German"
"kind_n",74,"Germanic"
"due_adj",9,"French"
"due_adj",9,"Old French"
"due_adj",9,"Latin"
"skill_n",36,"Danish"
"skill_n",36,"Dutch"
"skill_n",36,"Middle Dutch"
"skill_n",36,"German"
"skill_n",36,"Low German"
"skill_n",36,"Germanic"
"skill_n",36,"Old Norse"
"skill_n",36,"Swedish"
"heredity_n",1,"French"
"heredity_n",1,"Old French"
"heredity_n",1,"Greek"
"heredity_n",1,"Latin"
"practice_n",2,"French"
"practice_n",2,"Old French"
"practice_n",2,"Latin"
"close_adj",109,"French"
"close_adj",109,"Old French"
"close_adj",109,"Latin"
"close_n",8,"French"
"close_n",8,"Old French"
"close_v",84,"Old English"
"close_v",84,"French"
"close_v",84,"Old French"
"close_v",84,"Latin"
"friendship_n",35,"Dutch"
"friendship_n",35,"Old English"
"friendship_n",35,"German"
"friendship_n",35,"Swedish"
"inimitable_adj",1,"Latin"
"height_n",59,"Danish"
"height_n",59,"Dutch"
"height_n",59,"Middle Dutch"
"height_n",59,"Old English"
"height_n",59,"German"
"height_n",59,"Old High German"
"height_n",59,"Germanic"
"height_n",59,"Gothic"
"height_n",59,"Old Norse"
"variable_adj",1,"French"
"variable_adj",1,"Old French"
"variable_adj",1,"Latin"
"range_n",21,"Middle English"
"range_n",21,"French"
"range_n",21,"Old French"
"range_n",21,"German"
"range_n",21,"Germanic"
"range_v",2,"French"
"range_v",2,"Old French"
"range_v",2,"German"
"range_v",2,"Germanic"
"between_adv",6,"Middle English"
"between_adv",6,"Old English"
"between_adv",6,"Gothic"
"between_prep",259,"Middle English"
"between_prep",259,"Old English"
"between_prep",259,"Gothic"
"foot_n",474,"Danish"
"foot_n",474,"Dutch"
"foot_n",474,"Middle English"
"foot_n",474,"Old English"
"foot_n",474,"Frisian"
"foot_n",474,"German"
"foot_n",474,"Old High German"
"foot_n",474,"Germanic"
"foot_n",474,"Gothic"
"foot_n",474,"Greek"
"foot_n",474,"Latin"
"foot_n",474,"Old Norse"
"foot_n",474,"Swedish"
"foot_v",11,"Old English"
"measure_n",14,"Old English"
"measure_n",14,"French"
"measure_n",14,"Old French"
"measure_n",14,"Latin"
"measure_v",10,"French"
"measure_v",10,"Old French"
"measure_v",10,"Latin"
"seldom_adv",54,"Dutch"
"seldom_adv",54,"Middle English"
"seldom_adv",54,"Old English"
"seldom_adv",54,"Frisian"
"seldom_adv",54,"German"
"seldom_adv",54,"Old High German"
"seldom_adv",54,"Germanic"
"seldom_adv",54,"Old Norse"
"reach_v",169,"Dutch"
"reach_v",169,"Middle Dutch"
"reach_v",169,"Middle English"
"reach_v",169,"Old English"
"reach_v",169,"Frisian"
"reach_v",169,"German"
"reach_v",169,"Old High German"
"reach_v",169,"Germanic"
"hive_n",1,"Old English"
"hive_n",1,"German"
"hive_n",1,"Germanic"
"hive_n",1,"Greek"
"hive_n",1,"Latin"
"hive_n",1,"Old Norse"
"hive_n",1,"Sanskrit"
"dwindle_v",14,"Danish"
"dwindle_v",14,"Dutch"
"dwindle_v",14,"Middle English"
"dwindle_v",14,"Old English"
"dwindle_v",14,"German"
"dwindle_v",14,"Low German"
"dwindle_v",14,"Germanic"
"dwindle_v",14,"Old Norse"
"say_n",5,"Old English"
"say_v",4741,"Danish"
"say_v",4741,"Dutch"
"say_v",4741,"Middle Dutch"
"say_v",4741,"Middle English"
"say_v",4741,"Old English"
"say_v",4741,"Frisian"
"say_v",4741,"German"
"say_v",4741,"Old High German"
"say_v",4741,"Germanic"
"say_v",4741,"Hittite"
"say_v",4741,"Irish"
"say_v",4741,"Old Irish"
"say_v",4741,"Latin"
"say_v",4741,"Lithuanian"
"say_v",4741,"Old Norse"
"say_v",4741,"Church Slavonic"
"say_v",4741,"Old Church Slavonic"
"accord_n",3,"French"
"accord_n",3,"Old French"
"accord_v",25,"French"
"accord_v",25,"Old French"
"accord_v",25,"Latin"
"son_n",205,"Armenian"
"son_n",205,"Avestan"
"son_n",205,"Danish"
"son_n",205,"Dutch"
"son_n",205,"Middle Dutch"
"son_n",205,"Old English"
"son_n",205,"Frisian"
"son_n",205,"German"
"son_n",205,"Old High German"
"son_n",205,"Germanic"
"son_n",205,"Gothic"
"son_n",205,"Greek"
"son_n",205,"Irish"
"son_n",205,"Old Irish"
"son_n",205,"Lithuanian"
"son_n",205,"Old Norse"
"son_n",205,"Church Slavonic"
"son_n",205,"Old Church Slavonic"
"son_n",205,"Polish"
"son_n",205,"Russian"
"son_n",205,"Sanskrit"
"son_n",205,"Swedish"
"able_adj",41,"French"
"able_adj",41,"Old French"
"able_adj",41,"Latin"
"ride_v",410,"Celtic"
"ride_v",410,"Dutch"
"ride_v",410,"Middle Dutch"
"ride_v",410,"Middle English"
"ride_v",410,"Old English"
"ride_v",410,"Frisian"
"ride_v",410,"Ga"
"ride_v",410,"German"
"ride_v",410,"Old High German"
"ride_v",410,"Germanic"
"ride_v",410,"Irish"
"ride_v",410,"Old Irish"
"ride_v",410,"Old Norse"
"horse_n",287,"Danish"
"horse_n",287,"Dutch"
"horse_n",287,"Middle Dutch"
"horse_n",287,"Middle English"
"horse_n",287,"Old English"
"horse_n",287,"Finnish"
"horse_n",287,"French"
"horse_n",287,"Frisian"
"horse_n",287,"German"
"horse_n",287,"Old High German"
"horse_n",287,"Germanic"
"horse_n",287,"Greek"
"horse_n",287,"Indo-European"
"horse_n",287,"Iranian"
"horse_n",287,"Latin"
"horse_n",287,"Old Norse"
"horse_n",287,"Spanish"
"horse_n",287,"Swedish"
"horse_v",2,"Old English"
"surpass_v",7,"French"
"record_n",11,"Middle English"
"record_n",11,"French"
"record_n",11,"Old French"
"record_n",11,"Latin"
"record_v",4,"French"
"record_v",4,"Old French"
"record_v",4,"Latin"
"only_adj",61,"Danish"
"only_adj",61,"Dutch"
"only_adj",61,"Middle English"
"only_adj",61,"Old English"
"only_adj",61,"Frisian"
"only_adj",61,"German"
"only_adj",61,"Old High German"
"only_adj",61,"Greek"
"only_adj",61,"Latin"
"old_adj",641,"Dutch"
"old_adj",641,"Old English"
"old_adj",641,"French"
"old_adj",641,"Frisian"
"old_adj",641,"German"
"old_adj",641,"Old High German"
"old_adj",641,"Germanic"
"old_adj",641,"Gothic"
"old_adj",641,"Greek"
"old_adj",641,"Indo-European"
"old_adj",641,"Latin"
"old_adj",641,"Old Norse"
"old_adj",641,"Scots"
"matter_n",102,"Danish"
"matter_n",102,"Dutch"
"matter_n",102,"Middle English"
"matter_n",102,"French"
"matter_n",102,"Old French"
"matter_n",102,"German"
"matter_n",102,"Greek"
"matter_n",102,"Italian"
"matter_n",102,"Latin"
"matter_n",102,"Portuguese"
"matter_n",102,"Spanish"
"prosperity_n",1,"French"
"prosperity_n",1,"Old French"
"prosperity_n",1,"Latin"
"merry_adj",14,"Dutch"
"merry_adj",14,"Middle Dutch"
"merry_adj",14,"Middle English"
"merry_adj",14,"Old English"
"merry_adj",14,"German"
"merry_adj",14,"Old High German"
"merry_adj",14,"Germanic"
"merry_adj",14,"Gothic"
"merry_adj",14,"Old Norse"
"dress_v",9,"Middle English"
"dress_v",9,"French"
"dress_v",9,"Old French"
"dress_v",9,"Latin"
"bright_adj",120,"Old English"
"bright_adj",120,"German"
"bright_adj",120,"Old High German"
"bright_adj",120,"Germanic"
"bright_adj",120,"Gothic"
"bright_adj",120,"Old Norse"
"fond_adj",1,"Middle English"
"fond_adj",1,"Fon"
"yellow_adj",57,"Dutch"
"yellow_adj",57,"Middle Dutch"
"yellow_adj",57,"Middle English"
"yellow_adj",57,"Old English"
"yellow_adj",57,"German"
"yellow_adj",57,"Middle High German"
"yellow_adj",57,"Old High German"
"yellow_adj",57,"Germanic"
"yellow_adj",57,"Greek"
"yellow_adj",57,"Latin"
"yellow_adj",57,"Old Norse"
"yellow_adj",57,"Swedish"
"yellow_adj",57,"Turkish"
"yellow_n",2,"Dutch"
"yellow_n",2,"Middle Dutch"
"yellow_n",2,"Middle English"
"yellow_n",2,"Old English"
"yellow_n",2,"German"
"yellow_n",2,"Middle High German"
"yellow_n",2,"Old High German"
"yellow_n",2,"Germanic"
"yellow_n",2,"Greek"
"yellow_n",2,"Latin"
"yellow_n",2,"Old Norse"
"yellow_n",2,"Swedish"
"green_adj",219,"Danish"
"green_adj",219,"Dutch"
"green_adj",219,"Old English"
"green_adj",219,"Frisian"
"green_adj",219,"German"
"green_adj",219,"Old High German"
"green_adj",219,"Germanic"
"green_adj",219,"Old Norse"
"green_n",44,"Middle English"
"green_n",44,"Old English"
"green_v",4,"Dutch"
"green_v",4,"Old English"
"green_v",4,"German"
"green_v",4,"Old Norse"
"wear_v",69,"Old English"
"wear_v",69,"German"
"wear_v",69,"Old High German"
"wear_v",69,"Germanic"
"wear_v",69,"Gothic"
"wear_v",69,"Old Norse"
"shoe_n",5,"Danish"
"shoe_n",5,"Dutch"
"shoe_n",5,"Middle Dutch"
"shoe_n",5,"Middle English"
"shoe_n",5,"Old English"
"shoe_n",5,"Frisian"
"shoe_n",5,"German"
"shoe_n",5,"Old High German"
"shoe_n",5,"Germanic"
"shoe_n",5,"Gothic"
"shoe_n",5,"Latin"
"shoe_n",5,"Old Norse"
"shoe_n",5,"Swedish"
"shoe_v",2,"Middle English"
"shoe_v",2,"Old English"
"tough_adj",12,"Dutch"
"tough_adj",12,"Middle Dutch"
"tough_adj",12,"Old English"
"tough_adj",12,"German"
"tough_adj",12,"Low German"
"tough_adj",12,"Old High German"
"tough_adj",12,"Germanic"
"clad_adj",5,"Old English"
"thick_adj",62,"Middle English"
"thick_adj",62,"Old English"
"thick_adj",62,"Frisian"
"thick_adj",62,"Ga"
"thick_adj",62,"Gaelic"
"thick_adj",62,"German"
"thick_adj",62,"Old High German"
"thick_adj",62,"Germanic"
"thick_adj",62,"Old Norse"
"hair_n",92,"Dutch"
"hair_n",92,"Old English"
"hair_n",92,"French"
"hair_n",92,"Old French"
"hair_n",92,"Frisian"
"hair_n",92,"German"
"hair_n",92,"Old High German"
"hair_n",92,"Germanic"
"hair_n",92,"Lithuanian"
"hair_n",92,"Old Norse"
"head_n",407,"Dutch"
"head_n",407,"Middle Dutch"
"head_n",407,"Old English"
"head_n",407,"Frisian"
"head_n",407,"German"
"head_n",407,"Old High German"
"head_n",407,"Germanic"
"head_n",407,"Gothic"
"head_n",407,"Old Norse"
"head_v",5,"Old English"
"brown_adj",40,"Danish"
"brown_adj",40,"Dutch"
"brown_adj",40,"Old English"
"brown_adj",40,"French"
"brown_adj",40,"Frisian"
"brown_adj",40,"German"
"brown_adj",40,"Old High German"
"brown_adj",40,"Germanic"
"brown_adj",40,"Italian"
"brown_adj",40,"Latin"
"brown_adj",40,"Old Norse"
"brown_adj",40,"Spanish"
"thus_adv",57,"Dutch"
"thus_adv",57,"Middle Dutch"
"thus_adv",57,"Old English"
"thus_adv",57,"Frisian"
"thus_adv",57,"German"
"thus_adv",57,"Germanic"
"craft_n",27,"Middle English"
"craft_n",27,"Old English"
"craft_n",27,"Frisian"
"craft_n",27,"German"
"craft_n",27,"Old High German"
"craft_n",27,"Germanic"
"craft_n",27,"Old Norse"
"among_prep",245,"Old English"
"among_prep",245,"Frisian"
"among_prep",245,"German"
"among_prep",245,"Germanic"
"make_n",9,"Old English"
"make_n",9,"German"
"make_n",9,"Old High German"
"make_n",9,"Germanic"
"make_n",9,"Old Norse"
"make_v",804,"Dutch"
"make_v",804,"Middle Dutch"
"make_v",804,"Old English"
"make_v",804,"Frisian"
"make_v",804,"German"
"make_v",804,"Old High German"
"make_v",804,"Germanic"
"make_v",804,"Latin"
"make_v",804,"Mari"
"long_adj",605,"Chinese"
"long_adj",605,"Dutch"
"long_adj",605,"Middle Dutch"
"long_adj",605,"Old English"
"long_adj",605,"Frisian"
"long_adj",605,"German"
"long_adj",605,"Old High German"
"long_adj",605,"Germanic"
"long_adj",605,"Gothic"
"long_adj",605,"Greek"
"long_adj",605,"Latin"
"long_adj",605,"Old Norse"
"long_adj",605,"Persian"
"long_adj",605,"Old Persian"
"long_adj",605,"Sanskrit"
"long_adv",521,"Old English"
"long_v",9,"Dutch"
"long_v",9,"Middle Dutch"
"long_v",9,"Middle English"
"long_v",9,"Old English"
"long_v",9,"German"
"long_v",9,"Old High German"
"long_v",9,"Germanic"
"long_v",9,"Old Norse"
"finger_n",101,"Dutch"
"finger_n",101,"Old English"
"finger_n",101,"Frisian"
"finger_n",101,"German"
"finger_n",101,"Germanic"
"finger_n",101,"Gothic"
"finger_n",101,"Old Norse"
"finger_v",17,"Dutch"
"finger_v",17,"German"
"finger_v",17,"Swedish"
"could_v",1190,"Old English"
"other_adj",503,"Danish"
"other_adj",503,"Dutch"
"other_adj",503,"Middle Dutch"
"other_adj",503,"Old English"
"other_adj",503,"Frisian"
"other_adj",503,"German"
"other_adj",503,"Old High German"
"other_adj",503,"Germanic"
"other_adj",503,"Gothic"
"other_adj",503,"Latin"
"other_adj",503,"Lithuanian"
"other_adj",503,"Old Norse"
"other_adj",503,"Swedish"
"comely_adj",1,"Middle English"
"comely_adj",1,"Old English"
"comely_adj",1,"German"
"comely_adj",1,"Old High German"
"comely_adj",1,"Germanic"
"thing_n",664,"Dutch"
"thing_n",664,"Middle Dutch"
"thing_n",664,"Old English"
"thing_n",664,"French"
"thing_n",664,"Frisian"
"thing_n",664,"German"
"thing_n",664,"Old High German"
"thing_n",664,"Germanic"
"thing_n",664,"Icelandic"
"thing_n",664,"Latin"
"thing_n",664,"Old Norse"
"thing_n",664,"Spanish"
"face_n",371,"Chinese"
"face_n",371,"Old English"
"face_n",371,"French"
"face_n",371,"Old French"
"face_n",371,"Greek"
"face_n",371,"Indo-European"
"face_n",371,"Italian"
"face_n",371,"Latin"
"face_n",371,"Lithuanian"
"nature_n",2,"French"
"nature_n",2,"Old French"
"nature_n",2,"Ga"
"nature_n",2,"Latin"
"rather_adv",109,"Middle English"
"rather_adv",109,"Old English"
"rather_adv",109,"German"
"rather_adv",109,"Old High German"
"rather_adv",109,"Germanic"
"rather_adv",109,"Old Norse"
"broad_adj",59,"Dutch"
"broad_adj",59,"Old English"
"broad_adj",59,"Frisian"
"broad_adj",59,"German"
"broad_adj",59,"Germanic"
"broad_adj",59,"Gothic"
"broad_adj",59,"Old Norse"
"cheek_n",11,"Dutch"
"cheek_n",11,"Middle Dutch"
"cheek_n",11,"Old English"
"cheek_n",11,"German"
"cheek_n",11,"Low German"
"cheek_n",11,"Germanic"
"cheek_n",11,"Greek"
"apt_adj",1,"French"
"apt_adj",1,"Old French"
"apt_adj",1,"Hittite"
"apt_adj",1,"Latin"
"apt_adj",1,"Sanskrit"
"laughter_n",30,"Danish"
"laughter_n",30,"Old English"
"laughter_n",30,"German"
"laughter_n",30,"Old High German"
"laughter_n",30,"Germanic"
"laughter_n",30,"Old Norse"
"eat_v",136,"Dutch"
"eat_v",136,"Middle Dutch"
"eat_v",136,"Middle English"
"eat_v",136,"Old English"
"eat_v",136,"Frisian"
"eat_v",136,"German"
"eat_v",136,"Old High German"
"eat_v",136,"Germanic"
"eat_v",136,"Gothic"
"eat_v",136,"Old Norse"
"drink_n",48,"Old English"
"drink_v",55,"Dutch"
"drink_v",55,"Old English"
"drink_v",55,"Frisian"
"drink_v",55,"German"
"drink_v",55,"Old High German"
"drink_v",55,"Germanic"
"drink_v",55,"Gothic"
"drink_v",55,"Greek"
"drink_v",55,"Indo-European"
"drink_v",55,"Irish"
"drink_v",55,"Latin"
"drink_v",55,"Old Norse"
"drink_v",55,"Church Slavonic"
"drink_v",55,"Old Church Slavonic"
"drink_v",55,"Russian"
"laugh_v",183,"Danish"
"laugh_v",183,"Dutch"
"laugh_v",183,"Middle Dutch"
"laugh_v",183,"Old English"
"laugh_v",183,"Frisian"
"laugh_v",183,"German"
"laugh_v",183,"Old High German"
"laugh_v",183,"Germanic"
"laugh_v",183,"Gothic"
"laugh_v",183,"Greek"
"laugh_v",183,"Latin"
"laugh_v",183,"Lithuanian"
"laugh_v",183,"Old Norse"
"laugh_v",183,"Church Slavonic"
"laugh_v",183,"Old Church Slavonic"
"laugh_v",183,"Sanskrit"
"often_adv",130,"Middle English"
"simple_adj",17,"Middle English"
"simple_adj",17,"French"
"simple_adj",17,"Old French"
"simple_adj",17,"Latin"
"simple_n",1,"Latin"
"jest_n",10,"French"
"jest_n",10,"Old French"
"jest_n",10,"Latin"
"jest_v",1,"Middle English"
"time_n",809,"Middle English"
"time_n",809,"Old English"
"time_n",809,"French"
"time_n",809,"Old French"
"time_n",809,"German"
"time_n",809,"Germanic"
"time_n",809,"Old Norse"
"time_n",809,"Swedish"
"time_v",3,"Old English"
"get_v",779,"Dutch"
"get_v",779,"Old English"
"get_v",779,"Frisian"
"get_v",779,"German"
"get_v",779,"Germanic"
"get_v",779,"Old Norse"
"get_v",779,"Swedish"
"hospitable_adj",1,"French"
"hospitable_adj",1,"Old French"
"hospitable_adj",1,"Latin"
"party_n",48,"French"
"party_n",48,"Old French"
"party_n",48,"Latin"
"give_n",1,"Middle English"
"give_v",513,"Danish"
"give_v",513,"Dutch"
"give_v",513,"Middle Dutch"
"give_v",513,"Middle English"
"give_v",513,"Old English"
"give_v",513,"Frisian"
"give_v",513,"German"
"give_v",513,"Old High German"
"give_v",513,"Germanic"
"give_v",513,"Gothic"
"give_v",513,"Old Norse"
"away_adv",926,"Middle English"
"away_adv",926,"Old English"
"freely_adv",9,"Dutch"
"freely_adv",9,"Middle English"
"freely_adv",9,"Old English"
"freely_adv",9,"German"
"freely_adv",9,"Low German"
"accept_v",18,"French"
"accept_v",18,"Old French"
"accept_v",18,"Latin"
"plain_adj",49,"Dutch"
"plain_adj",49,"French"
"plain_adj",49,"Old French"
"plain_adj",49,"Latin"
"plain_n",83,"French"
"plain_n",83,"Old French"
"plain_n",83,"Latin"
"indeed_adv",284,"Old English"
"spite_n",20,"Dutch"
"spite_n",20,"Middle Dutch"
"spite_n",20,"German"
"spite_n",20,"Low German"
"spite_n",20,"Greek"
"spite_n",20,"Swedish"
"relative_n",4,"French"
"relative_n",4,"Old French"
"relative_n",4,"Latin"
"ours_pron",10,"Middle English"
"far_adj",70,"Dutch"
"far_adj",70,"Middle English"
"far_adj",70,"Old English"
"far_adj",70,"Frisian"
"far_adj",70,"German"
"far_adj",70,"Old High German"
"far_adj",70,"Germanic"
"far_adj",70,"Old Norse"
"far_adv",741,"Middle English"
"far_adv",741,"Old English"
"far_adv",741,"Frisian"
"far_adv",741,"German"
"far_adv",741,"Old High German"
"far_adv",741,"Germanic"
"far_adv",741,"Gothic"
"far_adv",741,"Greek"
"far_adv",741,"Hittite"
"far_adv",741,"Irish"
"far_adv",741,"Old Irish"
"far_adv",741,"Latin"
"far_adv",741,"Old Norse"
"far_adv",741,"Sanskrit"
"speak_v",565,"Danish"
"speak_v",565,"Dutch"
"speak_v",565,"Middle Dutch"
"speak_v",565,"Middle English"
"speak_v",565,"Old English"
"speak_v",565,"Frisian"
"speak_v",565,"German"
"speak_v",565,"Old High German"
"speak_v",565,"Germanic"
"speak_v",565,"Greek"
"speak_v",565,"Indo-European"
"speak_v",565,"Old Norse"
"language_n",40,"Arabic"
"language_n",40,"Middle English"
"language_n",40,"French"
"language_n",40,"Old French"
"language_n",40,"Latin"
"after_adv",41,"Dutch"
"after_adv",41,"Old English"
"after_adv",41,"Frisian"
"after_adv",41,"German"
"after_adv",41,"Old High German"
"after_adv",41,"Gothic"
"after_adv",41,"Greek"
"after_adv",41,"Old Norse"
"after_adv",41,"Persian"
"after_adv",41,"Old Persian"
"after_prep",360,"Dutch"
"after_prep",360,"Old English"
"after_prep",360,"Frisian"
"after_prep",360,"German"
"after_prep",360,"Old High German"
"after_prep",360,"Gothic"
"after_prep",360,"Greek"
"after_prep",360,"Old Norse"
"after_prep",360,"Persian"
"after_prep",360,"Old Persian"
"own_adj",384,"Dutch"
"own_adj",384,"Middle English"
"own_adj",384,"Old English"
"own_adj",384,"Frisian"
"own_adj",384,"German"
"own_adj",384,"Germanic"
